Modulo nnlm-es-dim128-with-normalization-2
Topicos : via noticiaun unisabana unimedios comsabana colombia uniandes mas orgulloun estudiantes 2016 
 concierto bienestarsabana tamar lalo daniel oyarzabal josetxu obregon presentaran campus 30 s label; j : 212. Sim : 0.31766888; No similar. 
 universidad nacional realiza concursos dar solucion proyectos empresariales unmedellin labelurl via; j : 213. Sim : 0.29607713; No similar. 
 rt fasecoldaoficia unisabana hace lanzamiento cuarta edicion libro seguros temas esenciales labelur; j : 214. Sim : 0.26603547; No similar. 
 manana auditorio fundadores sinfonicaeafit tendra ix concierto temporada 2017 egresados in labelurl; j : 215. Sim : 0.22893423; No similar. 
 trabajo investigativo geometria algebraica otorga premio jose fernando escobar profesor matematicas; j : 216. Sim : 0.14676444; No similar. 
 rt comsabana felicidades alumnos comsocial comaudiovisual hoy graduan unisabana inician vida alumn ; j : 217. Sim : 0.44081518; No similar. 
 expertos insisten van der hammen debe mantenerse cemento unimedios labelurl via elespectador  ; j : 218. Sim : 0.29720873; No similar. 
 uniandes beca deportiva carrera tener mas labelurl mepongolostenis rcnradio lafm winsportstv eltiem; j : 219. Sim : 0.40231478; No similar. 
 ingenieria procesos objeto estudio mas complejo alberto rodriguez decano 20 anos p labelurl  ; j : 220. Sim : 0.34450954; No similar. 
 trabajo investigativo geometria algebraica otorga premio jose fernando escobar profesor matematicas; j : 221. Sim : 0.14676444; No similar. 
 rt bienestarsabana decidieron quieren hacer vacaciones extendemos invitacion hacer parte psv antioq; j : 222. Sim : 0.13055722; No similar. 
 unisabana cucuta hoy hotel holiday inn manana 7 be hotel bolivar esperamos labelurl  ; j : 223. Sim : 0.36723572; No similar. 
 rt deuniandes viene semana fopre cafe preparate deleitarte mejor comida apoyar programa labelurl  ; j : 224. Sim : 0.19574627; No similar. 
 recuerden manana eafit recital granados latinoamerica pianista costarricense manuel matarrita entra; j : 225. Sim : 0.22703262; No similar. 
 rt hernanolano felicitaciones maestra magda lorena beltran garavito directora corounisabana unisaba; j : 226. Sim : 0.2951781; No similar. 
 desafios regulacion digital marc ivaldi paul seabright christian r jaramillo juan dduque labelurl  ; j : 227. Sim : 0.26819375; No similar. 
 rt comsabana gracias equipo trabajo saca adelante cobertura mediatica semanacomsabana unisabana ht ; j : 228. Sim : 0.37560815; No similar. 
 invitamos sabado 25 febrero recital piano granados latinoamerica manuel matarrita entrada labelurl ; j : 229. Sim : 0.24837913; No similar. 
 nuevo proyecto arquitectonico urosario sede quinta mutis liderado carrera cavanzo moneobrock labelu; j : 230. Sim : 0.014295815; No similar. 
 rt congresovisible llego diad conozca sera proceso dejacion armas comienza hoy labelurl meinformo  ; j : 231. Sim : 0.14641388; No similar. 
 envivo jose jair bonilla co fundador aplicacion movil rappi jornadadeactualizacion alumnisabana lab; j : 232. Sim : 0.3042856; No similar. 
 toca engrandecer momento hablar presidente disenar mecanismo armar espacios permitan acabe  ; j : 233. Sim : -0.035406575; No similar. 
 actualidad muro verguenza trump carlos arevalo jefe area derecho internacional derechousabana label; j : 234. Sim : 0.20420592; No similar. 
 rt icbfcolombia directora icbf cristinaplazasm asiste urosario hablar impacto trabajo infantil porl; j : 235. Sim : 0.08849674; No similar. 
 descargue informe 2016 programa quieroestudiar 10 anos haciendo suenos realidad solidaridaduniandes; j : 236. Sim : 0.3941597; No similar. 
 rt egobuniandes felicitamos equipo ganador competencia simulacion seguridad alimentaria compitio un; j : 237. Sim : 0.25641525; No similar. 
 accion vehiculo carga derribo parte estructura provisional puente registraran lesiones personales 4; j : 238. Sim : 0.17415412; No similar. 
 caso pobreza extrema reduccion ano 2016 paso 143 141 piedad retrepo labelurl  ; j : 239. Sim : 0.39633396; No similar. 
 rt economiauandes egresados margarita gafaro nueva directora cearn gerente sucursal bancorepublica ; j : 240. Sim : 0.18017784; No similar. 
 uniandes rindio homenaje carlos campuzano director taller internacional arquitectura 16 anos labelu; j : 241. Sim : 0.23890492; No similar. 
 rt oaduniandes ayeryhoy paso peatonal bloque g gb ed franco actualmente facisouniandes throwbackthu; j : 242. Sim : 0.25310364; No similar. 
 uniandes rindio homenaje carlos campuzano director taller internacional arquitectura 16 anos labelu; j : 243. Sim : 0.23890492; No similar. 
 creemos unasur debe ser ente integracion region guillaumelong logrosyretosecuador cancilleriaec emb; j : 244. Sim : 0.2699261; No similar. 
 justicia transicional hace parte desarrollo humanidad cerrar conflictos grnaranjo vicecolombia elre; j : 245. Sim : 0.12251993; No similar. 
 dejamos reserva verde sospecho mas ciudades bucaramanga cali barranquilla sumadas parque  ; j : 246. Sim : 0.29136717; No similar. 
 rt urosarioradio sede quinta mutis inicia conversandoconjosemanuel jrestrp estudiantes medicina sal; j : 247. Sim : 0.30335197; No similar. 
 actualidad gran inversion mejorar infraestructura universidad nacional sede bogota labelurl via hsb; j : 248. Sim : 0.3987495; No similar. 
 rt bienestarsabana manana puedes perder mejor celebracion diadeamoryamistad festival tunas unisaban; j : 249. Sim : 0.36098993; No similar. 
 rt comsabana recuerden pruebas pat unisabanaradio arrancan hoy partir 9 manana sede unisabanarad  ; j : 250. Sim : 0.28030363; No similar. 
 ave barrera dejo buzon filbo2016 fragmento cuento aquellas tristes camelias blancas labelurl  ; j : 251. Sim : 0.11242327; No similar. 
 leon cardona larga vida creado 130 obras contagian interpret mas jovenes labelurl  ; j : 252. Sim : 0.3306218; No similar. 
 olivier bourdeaut revelacion literatura francesa habla obra esperando mr bojangles urosario labelur; j : 253. Sim : 0.2401549; No similar. 
 rt inguniandes agenda dia 2 cctt2017 analisis conversatorios transporte publico seguridad vial unia; j : 254. Sim : 0.4766471; No similar. 
 carlos arevalo profesor maestriaderintl compartio punto vista decision brexit via bluradioco labelu; j : 255. Sim : 0.3184738; No similar. 
 natalia ruiz rodgers viceministra educacion superior mineducacion presentacion rank sir 2017 labelu; j : 256. Sim : 0.28674626; No similar. 
 conoce experiencia cristina diez guerrero estudiante rosarista adelanta practica profesional espan ; j : 257. Sim : 0.09827868; No similar. 
 rt inguniandes mas alla curriculo transformacion educacion ingenieria mark sommerville olincollege ; j : 258. Sim : 0.4181207; No similar. 
 rt egobuniandes uniandes incluyendo agenda academica temas sociales pais eduardo pizano cerocarreta; j : 259. Sim : 0.4792864; No similar. 
 rt programaondas gracias alianza senacomunica uniandes uncolombia logramos brindar espacios incenti; j : 260. Sim : 0.22574219; No similar. 
 recuerden lunes foro fulbright deberia ser usado espacio call entrada libre labelurl  ; j : 261. Sim : 0.14052652; No similar. 
 hoy cumpleanos n 68 uniandes celebremos plazoleta lleras centro practicas edificio allianz labelurl; j : 262. Sim : 0.40144762; No similar. 
 rt urxunmejorpais listos dar inicio 2da jornada xicongresoextensionur auditorio jockey urosarionews; j : 263. Sim : 0.30045307; No similar. 
 invitamos proximo 30 31 mayo recital violin sala exposiciones biblioteca espe labelurl  ; j : 264. Sim : 0.12958954; No similar. 
 oferta moocs llega 22 modulos conozca proyecto lleva universidad mas personas labelurl  ; j : 265. Sim : 0.24971217; No similar. 
 rumbo unav natalia serrano lopez estudiante derechousabana gano beca banco santander labelurl  ; j : 266. Sim : 0.28329378; No similar. 
 rt oaduniandes ayeryhoy uniandes bloque rgb actualmente oficinas dsit throwbackthursday tbt labelur; j : 267. Sim : 0.33382228; No similar. 
 noticiaun estudiante unmedellin juegos olimpicos nado sincronizado orgulloun labelurl via unimedios; j : 268. Sim : 0.5578497; Baja. 
 rt aicesienbici replicar u pilos icesi 90alumnos serpilopaga van cicla unisabana postobonsa labelur; j : 269. Sim : 0.33208817; No similar. 
 noticiaun procedimiento deteccion oro plata patentado unmedellin labelurl orgulloun via unimedios  ; j : 270. Sim : 0.44998017; No similar. 
 paraleer limpian residuos cianuro deja mineria oro labelurl unperiodico via unimedios labelurl  ; j : 271. Sim : 0.34556156; No similar. 
 noticiaun 46 peliculas exhibira festival cine equinoxio festequinoxio labelurl via unimedios labelu; j : 272. Sim : 0.4726321; No similar. 
 noticiaun trazan ruta turistica revivir epoca dorado unmanizales labelurl via unimedios  ; j : 273. Sim : 0.4695657; No similar. 
 noticiaun lesiones hombro mas frecuentes luchadores olimpicos labelurl medicinaunal dirbienestarun ; j : 274. Sim : 0.5328844; Baja. 
 noticiaun primer inventario plantas medicinales palmira cerrito unpalmira labelurl via unimedios  ; j : 275. Sim : 0.36060047; No similar. 
 articulo unperiodico crisis energetica oculta problemas estructurales resolver labelurl via unimedi; j : 276. Sim : 0.3402643; No similar. 
 rt hernanolano articulo indexado unisabana derechousabana ucooperativacol cconstitucional ddhhydih ; j : 277. Sim : 0.35030174; No similar. 
 buenasnoticias estudiantes construyen carro electrico amigable medio ambiente via caracolradio labe; j : 278. Sim : 0.2908705; No similar. 
 rt oaduniandes ayeryhoy costado oriental bloque b primer edificio adquirido uniandes throwbackthurs; j : 279. Sim : 0.1764092; No similar. 
 crear sola contraloria general contralor edgardo maya villazon corrupcionyposconflicto cgrcolombia ; j : 280. Sim : 0.06104139; No similar. 
 noticiaun recibe donacion proyecto edificio posgrados colpatria launcuenta labelurl via unimedios  ; j : 281. Sim : 0.4857891; No similar. 
 noticiaun 34 pruebas incentivan gusto lectura unmanizales egresadosun labelurl via unimedios  ; j : 282. Sim : 0.47919837; No similar. 
 unperiodico articulo veneno escorpion colombiano podria eliminar celulas cancerigenas labelurl unim; j : 283. Sim : 0.36429462; No similar. 
 carro usingenieria listo rodar call detroit vamos equipo vamos colombia labelurl  ; j : 284. Sim : 0.21178469; No similar. 
 noticiaun colegio putumayo aprenden reciclar aprovechar residuos unpalmira labelurl via unimedios  ; j : 285. Sim : 0.4087874; No similar. 
 conos maiz pizza propuesta gastronomica konico via teleantioquia tanoticias emprendiendohve labelur; j : 286. Sim : 0.28005958; No similar. 
 francia colombia francois hollande montanas cauca andres agudelo cpoliticasus eltiempo labelurl  ; j : 287. Sim : 0.36687312; No similar. 
 2 4 anos tardaria resocializiacion ninos excombatientes neila diaz psicosabana1 via vanguardiacom l; j : 288. Sim : 0.5343487; Baja. 
 colombia alcanza ano 21 universidades rank sir scimago felixdemoya rankinguniversidades labelurl  ; j : 289. Sim : 0.28796497; No similar. 
 genera trancones numero carros sino numero viajes longitud viajes enriquepenalosa  ; j : 290. Sim : 0.1768802; No similar. 
 ahorraun cambia bombillos tradicionales bombillos ahorradores asi ahorraremos 80 energia  ; j : 291. Sim : 0.24015898; No similar. 
 rt memoriauniandes throwbackthursday ayeryhoy perspectiva ei campito 50 anos despues felizjueves la; j : 292. Sim : 0.37300715; No similar. 
 detroit reporta elizabeth cabra decana usingenieria ambiente previo competencia hoy labelurl  ; j : 293. Sim : 0.19224966; No similar. 
 rt derechousabana 35anos cultivando justicia bien comun cpoliticasus igarzonvallejo unisabana unisa; j : 294. Sim : 0.30332875; No similar. 
 noticiaun colombia paises mayor concentracion tierra ieuun capatinov labelurl via unimedios  ; j : 295. Sim : 0.55765647; Baja. 
 cancion grabo alfredo gutierrez llama canaguatera habla canaguate adorna paisaje  ; j : 296. Sim : 0.10212283; No similar. 
 noticiaun colombia francia trabajan ciudades sostenibles dreunal ciicofrfibog francecolombia labelu; j : 297. Sim : 0.50644326; Baja. 
 noticiaun trabaja poblacion san andres mitigar impacto otto labelurl via unimedios  ; j : 298. Sim : 0.47650397; No similar. 
 rt jrrodriguezgil comsabana unisabana tunja asesora estudiantes colegios presidentes companias st  ; j : 299. Sim : 0.5145733; Baja. 
 salud antibacteriales heroes villanos jgorthos director general clinunisabana via espectadorblogs l; j : 300. Sim : 0.23291709; No similar. 
 rt comsabana esperamos manana comsabana conozcan videojuegos producidos alumnos comaudiovisual open; j : 301. Sim : 0.35961324; No similar. 
 noticiaun qs rank ratifica mejor colombia topunis labelurl infopresidencia mwassermannl ginaparody ; j : 302. Sim : 0.32732615; No similar. 
 laura tamayo hace parte 1853 beneficiarios quieroestudiar conozca historia solidaridaduniandes labe; j : 303. Sim : 0.23858973; No similar. 
 rt oaduniandes ayeryhoy vista bloque rgc actualmente facultad derecho uniandes throwbackthursday la; j : 304. Sim : 0.25139278; No similar. 
 laura tamayo hace parte 1853 beneficiarios quieroestudiar conozca historia solidaridaduniandes labe; j : 305. Sim : 0.23858973; No similar. 
 rt hernanolano lanzamiento libro potus realdonaldtrump flotus unisabana derechousabana hillaryclint; j : 306. Sim : 0.31584874; No similar. 
 laura tamayo hace parte 1853 beneficiarios quieroestudiar conozca historia solidaridaduniandes labe; j : 307. Sim : 0.23858973; No similar. 
 rt behrentz poder ano pequenas revoluciones si ponemos ganamos opinionet uniandes labelurl  ; j : 308. Sim : 0.34668192; No similar. 
 rt apgguzman tres remedios pontifexes mundo escuchoterapia carinoterapia misericordina hernanolano ; j : 309. Sim : 0.3225102; No similar. 
 rt elespectador lomasleido medio ambiente descubren do nuevas especies chuchas colombia labelurl la; j : 310. Sim : 0.27103904; No similar. 
 elretodelajep deben adoptar medidas apropiadas juzgados procesados condenados responsables carlosho; j : 311. Sim : 0.056250058; No similar. 
 rt inguniandes directo periscope vamos ganarle bici carroelectrico behrentz carrerademodos semanade; j : 312. Sim : 0.20122442; No similar. 
 orgulloun maquinas colombianas hacer empanadas exito exterior labelurl via elespectador unmanizales; j : 313. Sim : 0.49340352; No similar. 
 noticiaun medico nuevo secretario ejecutivo alanam orgulloun labelurl via unimedios launcuenta  ; j : 314. Sim : 0.44218996; No similar. 
 invertir quieroestudiar inversion mayor retorno hoy colombia andres morales solidaridaduniandes lab; j : 315. Sim : 0.39657998; No similar. 
 unisabana ocupo puesto 39 100 empresas mejor reputacion colombia rankingmerco  ; j : 316. Sim : 0.3790805; No similar. 
 comsabana felizjueves alumnos comsocialy comaudiovisual estan mitad periodo 1os parciales  ; j : 317. Sim : 0.23518115; No similar. 
 amoralcine recomendamos libro profesor comsabana jeronimo rivera cinefilia gusto calidad labelurl  ; j : 318. Sim : 0.117134966; No similar. 
 compania exitosa tiempo tarda darse cuenta presentan dificultades carlos albert labelurl  ; j : 319. Sim : 0.13244776; No similar. 
 rt labfinanzasur labfinanzasur hblabfinur andre lapponi bloomberg habla diferentes indicadores plat; j : 320. Sim : 0.14729485; No similar. 
 cultura ciudadana enriquepenalosa afirma trabaja machismo embarazo adolescente bloqueo interseccion; j : 321. Sim : 0.1214491; No similar. 
 acercan iv juegos nacionales docentes administrativos uncolombia unpalmira unmanizales unmedellin l; j : 322. Sim : 0.3203386; No similar. 
 noticiaun estudiantes unmedellin crean pitillos buscan reducir impacto ambiental fminas labelurl  ; j : 323. Sim : 0.13525255; No similar. 
 rt hernanolano llegamos trenusabana unisabana eicea usingenieria derechousabana usabanamedicina cli; j : 324. Sim : 0.23965631; No similar. 
